,place,lat,lon
2123,Coosa River,33.7114164,-86.1205077
2124,Yeddo,40.0114294,-87.2600106
2125,Evansville,37.970495,-87.5715641
2126,Knoxville,35.9603948,-83.9210261
2127,the Gulf of Tonkin,,
2128,Louisiana?please,,
2129,the Straits of Gibraltar,,
2130,the North German Union,,
2131,Middle East,39.3014159,-76.5888477
2132,War.&nbsp,,
2133,the Far East this Government,,
2134,The Republic of Honduras,14.0948563,-87.1819521
2135,Pearl,32.2735792,-90.127881
2136,O.A.S.,33.3173911,44.3488874
2137,the Paris Exposition,,
2138,Wye,51.1832484,0.9369225
2139,Paris,48.8534951,2.3483915
2140,South Atlantic States,39.6358693,-74.8006831
2141,Santa Claus,32.1715776,-82.3315138
2142,Leningrad,59.9606739,30.1586551
2143,Bermudas,32.3040273,-64.7563086
2144,King Fahd of,18.5419238,43.2374703
2145,Great Britain,54.3151594,-1.9181532
2146,Fort Stewart,31.884561,-81.6155936
2147,better?”&nbsp,,
2148,the Islamic Republic,32.6475314,54.5643516
2149,"the People's Republic of China:<br />
",,
2150,Cape Honduras,15.0064851,-83.1301235
2151,New Orleans,29.9561422,-90.0733934
2152,Kyoto,35.0115754,135.7681441
2153,concord,43.207178,-71.537476
2154,valorem,43.6083726,1.4471193
2155,additional Republic of Korea,,
2156,Statea,,
2157,North Korea's,38.6943854,125.5829018
2158,over.&nbsp;Iran,,
2159,Chryslers.&nbsp,,
2160,Silicon Valley.&nbsp,,
2161,San Diego,32.7174202,-117.162772
2162,the Appalachian States,,
2163,the Polar Sea,,
2164,the Province of Batangas,14.0823803,120.8746426
2165,Sicily,37.587794,14.155048
2166,Tucson,32.2228765,-110.974847
2167,Murmansk,68.970665,33.07497
2168,the States of,46.005537,-112.6160475
2169,the State of Michigan,42.3884085,-83.1825182
2170,Nebraska&mdash;and,,
2171,the Republic of Liberia,38.9534364,-77.0360089
2172,Bolivia,-17.0568696,-64.9912286
2173,PANAMA,8.559559,-81.1308434
2174,Oak Ridge,36.0103562,-84.2696449
2175,East,3.9894393,14.178373
2176,Lake Superior,47.7144346,-88.2116356
2177,Grenada,12.1360374,-61.6904045
2178,Guantanamo Bay,19.9185556,-75.1593258
2179,North and South,43.0612749,-89.4959479
2180,dead.</span,,
2181,Wabash,38.4615994,-87.8460903
2182,VA,41.903411,12.4528527
2183,"the People's Republic of China.<br />
",,
2184,THE UNITED STATES,47.8291375,-122.5970742
2185,Hawley,32.6133723,-99.8130377
2186,the Golan Heights,14.6428445,121.0743939
2187,Helsinki,60.1666204,24.9435408
2188,the Republic of Colombia,38.9079001,-77.039483
2189,officers.</span,,
2190,East Room,39.945069,116.4089026
2191,Hupeh,,
2192,Boston,42.3588336,-71.0578303
2193,Illinois,40.0796606,-89.4337288
2194,Washington D.C.,38.8950368,-77.0365427
2195,"the United States:""<br",40.4180873,-74.3062089
2196,the Kingdom of Italy,41.9009603,12.4643924
2197,Pennsylvania,40.9699889,-77.7278831
2198,Yedo,8.88333,39.23333
2199,Ebola,3.5113716,21.6610291
2200,Northwest States,38.9445553,-77.0560885
2201,the Turkish Empire,,
2202,the America of the coming years,,
2203,Rio de Janeiro,-22.9110137,-43.2093727
2204,Mount Rushmore,43.8808551,-103.4538231
2205,Phnom Penh,11.5730391,104.857807
2206,Glassboro,39.7027677,-75.1119434
2207,Brest,48.3905283,-4.4860088
2208,Concord,43.207178,-71.537476
2209,meth,31.161862,77.5101328
2210,Muscogee,32.4840651,-84.8502167
2211,Hugh,-24.2991214,133.5612471
2212,the States of Illinois,33.3346802,-111.8488763
2213,effectual.&nbsp,,
2214,Elizabeth-City,36.3010192,-76.2203699
2215,Pakistan,30.3308401,71.247499
2216,the Mandated Islands,,
2217,Hudson Bay,59.3636457,-87.6460961
2218,the South Pacific coast,33.8193181,-118.3841404
2219,the Northwest United States,38.9445553,-77.0560885
2220,the Middle States,35.7743128,-86.9168225
2221,Congress:</span,,
2222,New Zealand,-41.5000831,172.8344077
2223,the Aleutian Islands,,
2224,Mississippi River,39.548248,-91.153628
2225,the American Territories,22.3131521,113.9268787
2226,Germanic States,,
2227,Mount Everest,27.9880614,86.92521
2228,Michelimackina,,
2229,West Germany-,50.0980311,8.5463351
2230,the Spitzbergen Islands,,
2231,the Republic of Texas,32.3814205,-97.3352431
2232,the Lobos Islands,27.7902471,-15.7157136
2233,Bergen,60.3943055,5.3259192
2234,Denver,39.7392364,-104.984862
2235,the Province of Upper Canada,,
2236,Frenchmen,51.1717799,-58.4426909
2237,the Ural Mountains,65.0331721,60.115404
2238,the States of Vermont,43.0755887,-89.7731899
2239,Mississippi,32.9715285,-89.7348497
2240,Matta,-33.4582698,-70.6430769
2241,V.T.B.,-34.6013354,-58.5614155
2242,The State of Illinois,41.8772932,-87.6215429
2243,The Persian Gulf,34.0554039,-118.442059
2244,Great Britain of,51.4491481,-2.6090877
2245,Governments-Germany,47.9982159,7.8536086
2246,the Solomon Islands,36.1492625,-83.1648851
2247,rents.</span,,
2248,war.&nbsp,,
2249,Americans.&nbsp;&nbsp,,
2250,N.J.,40.0757384,-74.4041622
2251,Nazisre,,
2252,Canton,23.1288454,113.2590064
2253,the Yalu River,,
2254,West Indian,58.3024187,-134.415035
2255,Northern farms,33.5607663,-112.4238239
2256,GB,54.7023545,-3.2765753
2257,the States of Tennessee,33.7116007,-117.7933439
2258,habitats.&nbsp,,
2259,Continue,41.460211,1.541737
2260,"quote--""I",39.5391837,-93.6832682
2261,gladness--,36.372773,43.1763149
2262,the Pribilof Islands,,
2263,East Belfast,54.5968341,-5.9365844
2264,Berkley,41.9441774,-94.1137041
2265,Chicago,41.8755616,-87.6244212
2266,Lake Ontario,43.7340141,-77.7073563
2267,G7,49.4920012,8.4615004
2268,the Republic of Chile,38.908093,-77.0397776
2269,Iran,32.6475314,54.5643516
2270,Nick,47.4020181,17.0196686
2271,Kingdoms,50.8987538,-3.491158
2272,States,39.7837304,-100.445882
2273,East Germany,52.5202891,13.4029888
2274,west coast,-42.5638896,171.452334
2275,the Parana River,,
2276,Saranac,44.651559,-73.743668
2277,new park,39.7348975,-76.5055399
2278,the Illinois Central Railway,,
2279,Indiana,40.3270127,-86.1746933
2280,Woods Hole,41.5238752,-70.6694015
2281,The Asia of,32.7103053,-117.1612842
2282,Erie,42.1294712,-80.0852695
2283,Argonne,49.2022259,4.9429733
2284,this United States of America,36.2155725,-105.889776
2285,Bogota,4.6533817,-74.0836331
2286,the States of the North.,35.6871802,-105.9403596
2287,Washington City,38.8950368,-77.0365427
2288,another Middle East conflict.&nbsp;There,,
2289,Southern California's,33.9510011,-118.2062682
2290,Ship Island,53.7555351,-132.2607435
2291,Caribbean,18.4,-75.0
2292,the Shanghai River,,
2293,the Democratic Republic,-2.9814344,23.8222636
2294,eleven States,40.4078655,-105.0543777
2295,changes:&nbsp,,
2296,Iowas,39.4614707,-93.1128365
2297,Antarctic,-72.8438691,0.0
2298,Del Rio,29.357515,-100.8987707
2299,Washingtonto,,
2300,Mount,50.4828077,-4.6131314
2301,F.B.I.,54.31183,10.098784
2302,New York City,40.7127281,-74.0060152
2303,Congresshas,,
2304,the North Sea,55.7355049,9.1283737
2305,British Province,35.6960423,51.4182444
2306,Cordoba,37.8845813,-4.7760138
2307,the Confederated States,,
2308,thrive:&nbsp,,
2309,Lisbon,38.7077507,-9.1365919
2310,Petaluma,38.2325829,-122.636465
2311,Cleveland,41.4996574,-81.6936772
2312,fort,25.3851063,86.4676991
2313,Dominican Republic,19.0974031,-70.3028026
2314,Jordan,31.1667049,36.941628
2315,Santiago,-33.4377756,-70.6504502
2316,Morgan City,29.6993748,-91.20677
2317,personnel.</span,,
2318,short:&nbsp,,
2319,Bolivar,33.7702263,-90.8519798
2320,North China,39.6559878,-84.1566207
2321,Kokomo,40.4864444,-86.1336351
2322,THE PANAMA CANAL,,
2323,Griffin,33.2467807,-84.2640904
2324,the Deep South,53.7408002,-0.3267792
2325,Bedford,40.0271453,-78.5237447
2326,Murfreesboro,35.8460396,-86.3921096
2327,Pacific,46.5334929,-123.768029
2328,Ozama,18.5646971,-69.8560118
2329,the British Isles,28.3311539,-81.5157531
2330,Kennan,45.531356,-90.5870909
2331,Lieut,41.8975291,-70.0157486
2332,the Atlantic States,,
2333,The District of Columbia,38.8950368,-77.0365427
2334,U.S.I.A.,37.6130726,-122.3892334
2335,New Mexicoare,,
2336,the Central American States,4.8555565,31.5861775
2337,Honduras,15.2572432,-86.0755145
2338,Lafourche,29.5820155,-90.3964889
2339,Adarand,,
2340,Manila,14.5904492,120.9803621
2341,Sonny,50.8406524,14.0461261
2342,Saxe-Coburg,50.722587,-1.9013331
2343,harden.&nbsp,,
2344,security.</span,,
2345,BP.&nbsp,,
2346,Norway,61.1529386,8.7876653
2347,Calif.,36.7014631,-118.755997
2348,the San Juan River,36.7320247,-108.1874714
2349,Rouse,46.3563383,-90.4657361
2350,know:&nbsp,,
2351,Constitution Island,41.4056031,-73.9543028
2352,Subig Bay,14.7849787,120.2339799
2353,quickly.</span,,
2354,the Caribbean Basin,,
2355,Republicdealt,,
2356,Melbourne,-37.8142454,144.9631732
2357,the State of Virginia,38.8947495,-77.0465844
2358,Argentina,-34.9964963,-64.9672817
2359,Pacific coast,33.7894805,-118.1893842
2360,the German Empire,-35.3077215,149.1127472
2361,us.</span><br><span,37.7993876,-122.3765763
2362,immigration.</span,,
2363,Artesia,33.8653563,-118.0806221
2364,Decatur,39.8454163,-88.9524151
2365,Ukrainian,48.6499199,23.4200824
2366,there.&nbsp;&nbsp;&nbsp,,
2367,MR,20.2540382,-9.2399263
2368,Hudsons Bay,45.6222889,-79.8651736
2369,"the United Klans of America, Inc.",,
2370,Foxconn,47.7427111,18.0817885
2371,Anbar,38.2673048,40.4565644
2372,Washington Territories,,
2373,the Republic of Georgia,43.0008502,41.0239823
2374,Kassel,51.3157833,9.4978479
2375,the Middle West,37.4355045,-122.1099392
2376,North Africa,41.362599,2.159665
2377,Allegany,42.2446061,-78.0419281
2378,future:&nbsp,,
2379,Exodus,7.0728844,125.6000305
2380,the States of South Carolina,38.8897441,-77.0408608
2381,Orlando,28.5421218,-81.379045
2382,the East Germans,,
2383,Congresswoman,45.499377,-122.6744286
2384,Mo.,38.7604815,-92.5617875
2385,Republics,37.0696077,27.4612402
2386,Vladivostok,43.1150678,131.8855768
2387,Northampton,52.2343297,-0.9028043
2388,Namaste,43.6179126,3.8988303
2389,medicine.</span,,
2390,U.S.S.,40.7489457,-73.9680842
2391,the Territories of New Mexico,,
2392,the Chincha Islands,,
2393,U.S,39.7837304,-100.445882
2394,watching.</span,,
2395,Arlington,32.7355816,-97.1071186
2396,U.S.S.R.,41.4585592,-81.7525017
2397,Appomattox,37.3535463,-78.8272687
2398,Mikado,44.5908473,-83.4227496
2399,"Westminster, America",39.8366528,-105.0372046
2400,the Kingdom of Sweden,59.3388532,18.0793072
2401,the Atlantic coast,50.5284635,-4.8913109
2402,CCC,22.4623666,-78.3303409
2403,Cote d'Ivoire,7.9897371,-5.5679458
2404,Marion,32.7931661,-94.344488
2405,Louisiana,30.8703881,-92.007126
2406,Acheson,53.5459141,-113.7715761
2407,the State of Alabama,40.6903081,-73.6278384
2408,Midland,31.83688,-102.0103767
2409,Santa Fee,12.7570501,-8.065193
2410,"act,&nbsp;and",,
2411,Richmond,37.5385087,-77.43428
2412,Saddle Back,-46.037606,169.968017
2413,Fort Bliss,32.2463821,-106.3742617
2414,Gallery,20.0915202,84.5691882
2415,Manchu,3.2025769,101.6721432
2416,Virginia,37.1232245,-78.4927721
2417,Vandalia,38.960601,-89.0936778
2418,The west coast of,1.3125266,103.7550549
2419,East India,51.5093835,-0.0021873
2420,St. John,18.3356013,-64.7550406
2421,Yucatan,20.6845957,-88.8755669
2422,Kuwaiti,29.2733964,47.4979476
2423,today:&nbsp,,
2424,Mars,45.022172,4.3221548
2425,ri,42.4147364,12.8858881
2426,Summerbridge,54.0573493,-1.6929373
2427,the Korean Peninsula,,
2428,the Mississippi Valley,,
2429,Shan-tung,21.2918037,99.6028652
2430,Hitler Germany,48.7922487,9.2320857
2431,Korea.</span,,
2432,the Territories of Orleans,,
2433,the Amazon River,,
2434,concerns.</span,,
2435,the Lower Mississippi,35.159663,-90.0497641
2436,the South Bronx,40.8297573,-73.9074786
2437,Formosa,-24.5955306,-60.4289718
2438,conflict.&nbsp,,
2439,Pakistanis,41.0854518,29.0120187
2440,Isaac,-22.2511897,147.925717
2441,peoples:&nbsp,,
2442,Australia,-24.7761086,134.755
2443,the Indian Ocean,52.2530965,0.1049209
2444,United America,37.9906638,-81.4264987
2445,Ithaca,42.4374175,-76.5483724
2446,Peiping,40.190632,116.412144
2447,The Middle East,55.4142529,-2.201099
2448,Connecticut,41.6500201,-72.7342163
2449,"class=""s1"">And",45.5473016,-74.926426
2450,Bohemia,40.770609,-73.1200703
2451,Lecompton,39.0450538,-95.3949264
2452,America,39.7837304,-100.445882
2453,Oklahoma,34.9550817,-97.2684063
2454,the States of New Jersey,34.125647,-117.4813101
2455,Lattimer,40.9939728,-75.9613129
2456,the State of Texas,40.8439703,-73.8884924
2457,like:&nbsp,,
2458,be.&nbsp,,
2459,the States of Virginia,37.3197653,-121.890125
2460,Santos,-23.9335988,-46.3286399
2461,Mackenzie,38.5809508,-90.3164013
2462,could&nbsp,,
2463,Mainland China,19.1153424,72.9085796
2464,it.</span,53.2586749,5.7581165
2465,Burlingame,37.5780965,-122.3473099
2466,Basel,47.5581077,7.5878261
2467,the States of Texas,45.0255941,-89.6204713
2468,LATIN AMERICA,42.3739168,-71.1106677
2469,Harlem,40.8078578,-73.9454671
2470,mind.</span,,
2471,privilege.</span,,
2472,Vancouvers Island,,
2473,high.&nbsp;</span,,
2474,Mentor,41.6664781,-81.3399769
2475,St. Pierre,48.3832725,7.4718731
2476,the United Stateswas,,
2477,Delaware,38.6920451,-75.4013315
2478,Apia,-13.8345235,-171.7630955
2479,challenge.</span,,
2480,the Jolo archipelago,,
2481,Bahrain,26.1551249,50.5344606
2482,New Guinea,-5.5226203,142.0871194
2483,Governmentin,,
2484,Chihuahua and,37.7636964,-122.4214076
2485,South Carolina.<br,-23.4044719,-51.9566381
2486,thrill,47.2542174,8.6158295
2487,Wyandot County,40.865471,-83.2810539
2488,pacific,46.5334929,-123.768029
2489,the united states,47.8291375,-122.5970742
2490,Butler,39.4233043,-84.5936897
2491,Pacific power.&nbsp,,
2492,Halabja,35.1792062,45.9873683
2493,North Slope,69.5335129,-153.8220681
2494,Arkansas,35.2048883,-92.4479108
2495,the Middle Ages,41.2915838,13.2597282
2496,Lowden,41.8574568,-90.9269693
2497,Sinkiang,42.4804953,85.4633464
2498,Central Missouri,37.4650531,-90.3467838
2499,Germantown,39.181334,-77.266647
2500,South,18.2612839,-73.8444985
2501,the Pacific Railroad,44.9876151,-93.2663994
2502,Barbaretta,46.481307,12.8812437
2503,Washington,38.8950368,-77.0365427
2504,Clinton:</strong>&nbsp,,
2505,Tampa,27.9449854,-82.4583107
2506,Dallas,32.7762719,-96.7968559
2507,Pakio,13.6277753,100.8795496
2508,thou,47.5790082,2.9076132
2509,the West Coast,53.527796,-113.4865221
2510,Eastern State,1.1787184,38.6025801
2511,Titan,13.0718794,77.5560732
2512,Salmon River,45.4189933,-114.874872
2513,Pribilof Islands,57.1785238,-170.2891166
2514,Western Pacific,4.9339304,-1.7619746
2515,the British Islands,28.0461282,-15.4428111
2516,Euphrates Valley,49.3880241,-117.222192
2517,Flint,43.0161693,-83.6900211
2518,Winter Quarters,39.7205178,-111.1876726
2519,Naples,40.8358846,14.2487679
2520,the Gulf two years,,
2521,the South Pacific,33.7186513,-118.2879432
2522,Ellipse,35.8079132,-78.7041428
2523,the United Kingdom,52.4577754,-1.8692099
2524,Natchez,31.5604076,-91.403171
2525,Langfang,39.5302055,116.6926134
2526,Sovereigns,50.8130399,-1.0838399
2527,here:&nbsp,,
2528,the Republic of Finland,38.9244658,-77.0651123
2529,Caicos Islands,21.795955,-71.7602595
2530,Birmingham,52.4796992,-1.9026911
2531,Paramaribo,5.8241764,-55.1662813
2532,the Moro Province,-8.8978686,13.1962477
2533,Hong Kong’s,22.2841063,114.2162137
2534,the Chagres River,,
2535,Hope,33.6670616,-93.5915665
2536,the Port of New Orleans,29.947864,-90.0625452
2537,Danielle,26.3201902,-98.1295731
2538,Ohio River,38.8197972,-84.2289889
2539,Plattsburg,39.5663941,-94.4521341
2540,the Dog River,45.377223,-75.7459752
2541,the Chesapeake Bay,38.7033413,-76.5320727
2542,Applause.)&nbsp,,
2543,Central and,22.2818286,114.1582784
2544,Yuma,32.7254216,-114.6198088
2545,Blacksburg,37.2296566,-80.4136767
2546,the Eastern Hemisphere,,
2547,Nassau,25.0782266,-77.3383438
2548,South Station,42.3525085,-71.0549447
2549,Tyre,42.9911757,-76.8021781
2550,Croatia,45.3658443,15.6575209
2551,Panama Canal,8.9988205,-79.6024233
2552,Greenland,77.6192349,-42.8125967
2553,the Pribiloff Islands,,
2554,things.</span,,
2555,New States,38.9190048,-77.0642312
2556,Andes,5.6556134,-75.8776753
2557,"Mare Island, Cal.",,
2558,the Republic of Ecuador,-0.202947,-78.4875087
2559,Continent,18.4452798,-73.3071685
2560,the Sandwich Islands,55.6667034,12.5780734
2561,New York’s Finest,39.9512143,-75.1144602
2562,Great Lakes,42.3093241,-87.8496551
2563,Chickamagas,,
2564,Sierra Leone,8.6400349,-11.8400269
2565,Smyrna,38.4192537,27.128469
2566,Pusan,35.1799528,129.0752365
2567,the Republic of Venezuela,43.2625971,-2.9247312
2568,done.&nbsp;And,,
2569,theAtlantic States,,
2570,the States of Florida,18.3755793,-66.5602412
2571,the Mississippi Delta,34.3659968,-89.5198334
2572,St. John River,46.5531399,-67.6979941
2573,"the United States,&#39",35.4418298,-84.5930261
2574,Frederick,39.2127031,-78.279166
2575,Ofoo,,
2576,St. Croix,17.729124,-64.7589156
2577,Fredericksburg,38.3031837,-77.4605399
2578,Rotunda,46.8991335,24.2129838
2579,Kassebaum,38.4926298,-90.3426433
2580,Hartford,41.764582,-72.6908547
2581,Obama!&nbsp,,
2582,Bosnia,44.3053476,17.5961467
2583,Uvalde,29.300357,-99.7733181
2584,Leipzig,51.3406321,12.3747329
2585,livelihood.</span,,
2586,Cape Sabine,69.5878371,-96.1545965
2587,Chase.&nbsp,,
2588,protections.</span,,
2589,Prussia,41.3738765,-94.506357
2590,steel.&nbsp,,
2591,the Republic of Paraguay,38.9120595,-77.0493344
2592,Mexico.&nbsp,,
2593,Saskatchewan,55.5321257,-106.141224
2594,Christianize,,
2595,Johnstown,40.3267407,-78.9219698
2596,Americans.</span,,
2597,india,22.3511148,78.6677428
2598,Costa Rico,17.9894106,-67.0032251
2599,Yamen,16.3471243,47.8915271
2600,Gaza,-23.328398,32.8066057
2601,Executive.</span,,
2602,Congress.&nbsp,,
2603,Ferguson,38.744707,-90.3038975
2604,Burma,17.1750495,95.9999652
2605,the States of Mississippi,33.551084,-86.5609066
2606,a Soviet Union,44.423953,34.0547074
2607,Holland,52.2434979,5.6343227
2608,Mideast,37.9836865,23.7581405
2609,Red River,33.5718345,-95.0430134
2610,Tuscaloosa,33.2095614,-87.5675258
2611,the State of Washington,38.9427494,-77.0684287
2612,Canada,61.0666922,-107.991707
2613,British Guiana,6.8231985,-58.1583214
2614,Western,6.8275297,79.931296
2615,the United Nations.&nbsp,,
2616,the Near East,41.8667636,-87.6071237
2617,the Congressional Record,,
2618,Cape Canaveral,28.4513556,-80.5283059
2619,an Exclusive Economic Zone,,
2620,Egypt-Saudi Arabia,24.672358,46.6227511
2621,U.S.A.,14.4028193,120.9277336
2622,United Kingdom,54.7023545,-3.2765753
2623,Brooklyn,40.6526006,-73.9497211
2624,the eleven States,,
2625,sickening:&nbsp,,
2626,Pembina,48.7530787,-97.5532833
2627,St. Mary's,49.9203409,-6.2928791
2628,the Arctic Sea,38.2644112,21.7377603
2629,Petersburg,37.227928,-77.4019268
2630,the Arkansas River,34.7479763,-92.2642316
2631,South America,-21.0002179,-61.0006565
2632,White,38.0632329,-88.1577725
2633,Venus,32.4334742,-97.1025077
2634,the Caroline Islands,46.1367082,-82.8158118
2635,Kingdom of Servia,46.0917923,19.6541853
2636,Saipan,15.1909825,145.746743
2637,Cambria County,40.4843583,-78.718852
2638,Halls Stream,45.1125026,-71.4487028
2639,the Atlantic Ocean,-34.8329983,19.9999395
2640,Mount Vernon,40.9125085,-73.8386504
2641,East Whittier,33.9244577,-117.9889525
2642,Philip,44.039433,-101.665144
2643,COSTA RICA-COLOMBIA,3.7512755,-76.233987
2644,Omaha,41.2587459,-95.9383758
2645,Ponce,18.0668224,-66.6140412
2646,Palermo,38.1112268,13.3524434
2647,Iraqi Province,36.4553009,44.3259943
2648,the United  States,47.8291375,-122.5970742
2649,Roumania,45.9852129,24.6859225
2650,New Leon,7.1943412,124.6502057
2651,Quito,-0.2201641,-78.5123274
2652,Tehran,35.6892523,51.3896004
2653,Mediterranean,35.0000035,19.9999957
2654,Producing,32.1229553,-101.8093762
2655,strategy:&nbsp,,
2656,Oakland,37.8044557,-122.271356
2657,Madawaska,47.2840565,-68.2359595
2658,Asiatic,14.4231474,120.9271229
2659,the Sea of Galilee,32.7852272,35.5440115
2660,Hungary Lithuania,47.4966532,19.0525764
2661,Governmentand,,
2662,Kristina,61.5119849,27.2559513
2663,LIBERIA,5.7499721,-9.3658524
2664,arctic,25.2291463,55.1385759
2665,West,18.7668687,-72.4387315
2666,the Bay of Golfito,,
2667,degree.</span,,
2668,the United Arab Republic,38.9450557,-77.0681695
2669,the Frozen Ocean,44.449302,-65.3553327
2670,the Bay State,38.9084242,-77.0387993
2671,Presque Isle,45.3375258,-83.9567881
2672,Hiwassee,36.9661475,-80.6982012
2673,Fannin,33.5372542,-96.0902822
2674,Fort Sill,34.7027408,-98.5074309
2675,the Province of Cavite,14.3595849,120.9822626
2676,Hesse-Darmstadt,49.872775,8.651177
2677,the United States.&nbsp,,
2678,the Northeast Coast of South America,,
2679,the Indian Sea,-21.4909533,39.6881037
2680,the United States.</span,,
2681,EUROPE,51.0,10.0
2682,cruiser,33.6850827,-117.7326443
2683,Afghanistan,33.7680065,66.2385139
2684,States of Germany,52.515292,13.3781671
2685,Yazoo,32.770896,-90.4120889
2686,Rwanda,-2.0002051,30.0003963
2687,Plenipotentiaries,,
2688,the French Republic,46.9144551,3.0927877
2689,the Mosquito Indian Strip,,
2690,he’s,43.155309,-77.6121017
2691,Mindanao,7.6897787,125.2365313
2692,Barbados,13.1500331,-59.5250305
2693,Northern,9.6600005,-0.3943799
2694,Honolulu,21.304547,-157.855676
2695,Nevada,39.5158825,-116.853722
2696,Utah,39.4225192,-111.714358
2697,New Bedford,41.6362152,-70.934205
2698,bonds&nbsp,,
2699,Sheryl,30.1213635,-95.6549275
2700,Czechoslovakia,48.257918,14.5007688
2701,Third:&nbsp,,
2702,Dade,34.8722084,-85.4998791
2703,Ballyporeen,52.2486117,-8.118903
2704,Newcastle,54.9738474,-1.6131572
2705,Asia-Pacific,34.8528895,-82.3573713
2706,Congos,43.455206,-7.2502614
2707,Pflugerville,30.4393696,-97.6200043
2708,Culpepper,10.1000482,-83.4331063
2709,the Territories of Dakota,62.4502738,-114.388195
2710,this United States,36.2155725,-105.889776
2711,the City of Mexico,35.6823019,-105.939634
2712,South Viet Nam,-22.2595394,166.4465984
2713,Lake Memphremagog,45.0881522,-72.2820344
2714,Montana,47.3752671,-109.638757
2715,Shanghai,31.2312707,121.4700152
2716,Quad,52.923197,-1.4754831
2717,Middle West,36.2736646,-86.8955558
2718,Sr.,4.1413025,-56.0771187
2719,Rio Colorado,36.843673,-111.5474456
2720,Nebraska,41.7370229,-99.5873816
2721,Gosport,50.7952074,-1.1210853
2722,Cedar Rapids,41.9758872,-91.6704053
2723,Benghazi,32.1200168,20.0812174
2724,Ramallah,31.8978012,35.1924223
2725,Governments of South America,37.7879302,-122.3914028
2726,the U S,36.1337324,-80.2782636
2727,the State of Wisconsin,43.0411774,-87.9026537
2728,Monarchy,51.2194732,4.4145604
2729,Central America's,-30.2929528,153.1258582
2730,the Province of Canada,43.4511029,-80.4865853
2731,Turkestan,43.2903619,68.2584079
2732,VIRGINIA,37.1232245,-78.4927721
2733,The State of California,34.1468122,-118.0007854
2734,Dyea,59.4630556,-135.3466667
2735,Ancon,-11.7738789,-77.1753353
2736,years:&nbsp,,
2737,heritage.</span,25.7067069,55.8025355
2738,Bunker Hill,38.8758445,-98.7039655
2739,NAFTA.&nbsp,,
2740,Springfield,39.7990175,-89.6439575
2741,Mexico.<br,31.2623594,34.80812
2742,El Salvador's,13.7155328,-89.3460492
2743,Kibungo,-2.1401206,30.5548782
2744,Lebanon,33.8750629,35.843409
2745,Portugal,39.6621648,-8.1353519
2746,Belfast,54.5975805,-5.9277097
2747,Charlotte,35.2272086,-80.8430827
2748,he!p,49.8235698,8.7181689
2749,countries.</span,,
2750,Nicholasville,37.8806341,-84.5729961
2751,blizzard—[laughter]—I,,
2752,K,49.790952,20.3793521
2753,Mount St.,51.5102183,-0.1482596
2754,the Province of Pinar del Rio,37.9040183,-0.829112
2755,the United States South Atlantic Squadron,,
2756,The Bay of San Francisco,37.7685636,-122.3865374
2757,McCulloch,31.1699604,-99.3885277
2758,the Republic of Vietnam,21.0625056,105.8290694
2759,the States of Georgia,34.453428,-86.9280617
2760,the United   States,47.8291375,-122.5970742
2761,Sonnenfeldt,31.2624724,34.8004598
2762,"North, South, East",49.4561422,-2.5360515
2763,Seamen,40.7383282,-74.0093219
2764,Spider River,50.8298586,-1.1334691
2765,the Garden of Eden,41.1122161,-80.6275937
2766,the Republic.,52.4813269,-1.9054517
2767,J. Calhoun,42.3042673,-85.2457074
2768,Potsdam,52.4009309,13.0591397
2769,the States of Ohio,37.4757698,-86.8560639
2770,particular&mdash;in,,
2771,Grover,40.8686307,-104.226665
2772,The Republic of Mexico,19.4332918,-99.1781639
2773,Eastern Europe.</span,,
2774,The American Republic,1.3083846,103.8322355
2775,Topekaites,,
2776,Narcan,,
2777,Iceland,64.9841821,-18.1059013
2778,the State of,55.8654556,-4.266219
2779,the Russian Federation,38.9243135,-77.0744826
2780,"I,_________,do",18.4814297,-69.9020102
2781,Chickamauga,34.8711497,-85.2902472
2782,trans-Atlantic,44.6643499,-63.2598188
2783,Middle and Western,38.260626,-85.78663
2784,Middle East.<br,39.3014159,-76.5888477
2785,Prince William Sound,60.615,-147.1680556
2786,Almodovar,37.511607,-8.0603168
2787,Yellowstone,45.9645464,-108.276076
2788,Saint Voltaire,48.8581794,2.3798223
2789,Brandenburg,52.8455492,13.2461296
2790,St. Louis,38.6254063,-90.190009
2791,objectives:&nbsp,,
2792,center&mdash;in,,
2793,Empire,39.7611067,-105.682998
2794,Cape Horn,-55.9774572,-67.2630538
2795,the Sinai Desert,-33.8654318,151.2129594
2796,Jersey City,40.7215682,-74.047455
2797,the King of Saudi Arabia,27.998862,35.1795196
2798,the Gulf of America,45.0017052,-73.7895953
2799,Milan,45.4641943,9.1896346
2800,Australasia,-30.0000769,139.9998196
2801,the Bay of Panama,55.0495432,-1.4502201
2802,Hong Kong,22.2792968,114.1628907
2803,Kigali,-1.9534357,30.1140089
2804,Quest,52.1255847,8.5895339
2805,US,39.7837304,-100.445882
2806,Mexico,23.6585116,-102.0077097
2807,Barbary States,,
2808,record.</span,,
2809,West Florida,28.1170658,-82.5980286
2810,the Yosemite Valley,34.272171,-118.678841
2811,the United States.&nbsp;Together,,
2812,onthe east coast of South America,,
2813,Mirs Bay,22.489884,114.4011687
2814,U.S.,39.7837304,-100.445882
2815,Tarina,46.312992,23.1251841
2816,Asia Pacific,34.8528895,-82.3573713
2817,Stockholm,59.3251172,18.0710935
